Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
6443,32,10.8,3.6,1.3,3.5,37.3,0.8,2.4,55.3,0.5,0.7,72.2,0.1,0.6,0.8,2,0.7,0.1,0.6,1
6444,60,29.5,15.3,5.6,10.6,53.1,0.3,0.9,26.9,3.3,4,81,2,4.6,6.6,2.3,1,0.7,2.3,1
6445,70,14.8,4.6,2,3.8,51.2,-0.1,-0.3,7.3,0.6,1.1,57.4,1.5,2.5,3.9,0.2,0.4,0.3,0.3,1
6446,70,15.3,5.7,2.2,4.6,46.8,0.6,1.7,16.5,0.9,1.2,74.2,0.7,1.5,2.1,0.9,0.5,0.2,1.3,0
6447,54,20.4,6.3,2.3,5.3,41.5,0.5,1.8,5.5,1.3,2,59.3,0.9,2.2,3.1,1.8,0.8,0.1,1,1
6448,58,20.6,9.8,3.7,9.5,39.3,1.3,3.7,49,1.3,1.7,76.5,0.5,1.3,1.8,1.6,0.6,-0.1,1.2,1
6449,75,26,10,3.8,8.8,43.5,0.2,0.6,17.2,2,3,62.8,2.1,3,5,2.3,1,0.4,2,1
6450,57,22,15.1,6.1,13.6,45.9,1.2,3.4,48.5,1.9,2.5,82,1,2.5,3.6,3,0.7,0.2,2.1,1
6451,32,14.7,4.8,1.9,4.1,43.9,0.9,2.3,42.7,0.5,0.8,71.4,0.4,1.9,2.5,1.1,0.5,0.1,0.6,1
6452,84,36.4,13.5,5.2,12.9,38.9,0.5,1.3,35.8,2.7,3.4,82.3,1.2,3.4,4.3,5.6,1.4,0.3,3.1,0
6453,43,15.4,4.4,1.6,4.1,40.6,0.3,1.1,27.6,0.9,1.4,67.1,0.5,1.2,1.7,1.7,0.6,-0.1,0.9,1
6454,63,36.5,20.5,7.7,17.2,47,0.8,2.1,18.4,3.6,5.1,74.7,2.2,4.9,7.3,1.8,1.1,0.6,2.1,0
6455,43,10,2.7,1.1,2.3,46.1,0.2,0.4,15.4,0.2,0.3,72.1,0.3,0.8,1.1,1,0.5,0,0.6,1
6456,49,13.6,3.5,1.4,2.7,50.8,-0.7,-1.6,-1.3,1.4,2.6,47.4,2.4,1.2,3.1,0.9,0.9,0.5,1.2,0
6457,90,22.1,11.5,4.1,9.1,45.1,0.8,2.4,35,2.4,2.7,90,0.6,1.3,2,1.5,0.9,-0.3,1.5,1
6458,59,9,2.5,1.1,2.7,41.8,0.5,1.2,14.5,0.1,0.2,73.8,0.1,0.9,1.1,0.8,0.3,0.2,0.5,1
6459,38,14.6,4.4,1.9,3.3,55.8,0.1,0.4,-2.9,0.7,1.4,47.7,2.8,2.6,5,0,0.3,1.9,0.4,1
6460,71,11.3,4.2,1.6,3.4,47.2,-0.2,-0.6,0.4,0.8,1.2,67,1.3,2,3.5,0.1,0.2,1.1,0.8,1
6461,78,16.9,5.4,2.1,5.7,36.2,0.5,1.4,12.4,1.4,1.6,80,0.5,1.7,2.2,2,0.7,0.1,1.2,1
6462,64,15.5,5.8,2.2,6.5,34.4,1.3,3.9,10.8,0.4,0.7,62.7,0.1,1.1,1.2,1.1,0.4,0.2,1.3,1
6463,73,17.8,8.3,3,6.9,44.1,0.5,1.5,26.8,1.8,2,90.5,0.8,1.8,2.6,0.8,0.8,0.3,0.9,0
6464,69,18.2,8.2,3.1,7.7,38.2,0.9,2.6,38.5,1.4,1.7,74,1,1.7,2.7,1.3,0.2,0.2,1,1
6465,39,14.6,5.9,2.3,4.7,50.6,1,2.5,44.8,0.7,0.9,78.3,0.3,1.2,1.7,0.8,0.4,0.3,0.9,1
6466,30,6.5,1.5,0.6,1.7,33.4,0.4,1.3,13.1,0.2,0.3,68.3,0.5,0.7,1.4,0,0.2,0.3,0.2,1
6467,58,17.3,7.7,3,5.9,48.4,0.8,2,32.5,1.3,2,68.1,0.7,3.1,3.8,0.7,0.6,0.3,0.8,1
6468,69,13.6,4.1,1.6,3.9,40.6,0,0.4,9.2,1,1.7,61.8,1.6,2.1,3.6,0.4,0.1,0.5,0.7,1
6469,67,7.5,2.8,1.2,2.6,46.3,-0.2,-0.1,20,0.5,0.6,70.1,0.2,0.4,0.6,2.1,0.3,-0.2,0.8,1
6470,73,20,6.2,2.4,5.7,41.6,0.6,2,22.8,1,1.6,68.8,0.6,2.9,3.6,1.8,0.7,0.6,1.3,1
6471,62,19.6,6.8,2.5,7.1,33.1,0.5,1.5,25.4,1.5,1.9,78.8,0.8,1.5,2.4,3,0.8,0.1,1.6,1
6472,89,19,7,3.2,6,53.7,0.1,0.3,31.1,0.6,0.9,68.9,1.2,3.4,4.5,1.4,0.4,0.4,1,1
6473,85,13.8,5.6,2,4.6,44.3,0.9,1.8,28.4,1.1,1.4,79.2,0.9,1.4,2.4,0.7,0.5,0.2,0.9,1
6474,51,12.7,3.6,1.5,4,39,-0.2,-0.2,-5.4,0.8,1.3,60.2,1.3,1.4,2.6,1.1,0.5,0.1,0.6,1
6475,84,20.2,5.1,1.9,4.4,44.5,-0.1,-0.3,5.7,1.2,1.6,66.3,2.3,8.3,10.7,0.4,0.3,4.2,1.2,1
6476,67,18.5,8.5,3.6,8.3,43.4,0.1,0.5,21.2,0.7,1.3,62.2,1,2.6,3.6,1.9,0.7,0.1,1.4,1
6477,68,14.3,6.1,2.8,5.7,46.4,0.6,1.6,1.6,0.8,1.1,73.7,0.3,1.7,2.1,1.6,0.4,0.1,1.4,1
6478,40,11.4,4.4,1.5,3.5,41.3,0.3,1,10.7,1.6,2.3,68.8,0.6,1,1.6,1.3,0.4,-0.1,1.1,1
6479,46,12.2,3.3,1.3,3.4,37.8,-0.4,-0.7,-4.4,0.8,1.3,63.3,0.7,1,1.8,1.7,0.4,-0.1,0.9,1
6480,78,29.5,10.1,3.9,9.3,40.6,0.6,2,20.9,1.8,2.5,74.1,0.8,3,3.7,2.3,1.1,0.8,1.7,1
6481,69,13.6,4.5,1.7,3.5,45.2,-0.3,-0.9,15.7,1.9,2.5,74.6,1.2,1.7,2.6,0.7,0.5,0.4,1.3,1
6482,52,21.6,6,2.2,4.5,47,0.1,0.3,16.8,1.7,2.3,75.7,1.4,3.6,4.9,0.8,0.4,0.5,1.1,0
6483,71,16.2,5.5,2.1,4.1,50.3,-0.2,-0.3,11.4,1.2,1.8,66,1.3,1.5,2.9,1.4,0.7,0.2,0.9,0
6484,57,11.1,4.2,1.5,3.4,45.6,0.2,0.7,46.9,0.7,0.9,73.8,0.5,1.5,2.1,0.5,0.4,0.3,0.5,0
6485,57,28,14.8,6.8,14,50.4,0.5,1.8,11.5,1.3,1.8,80.4,1.3,2.7,4.2,1.1,1.1,0.3,1.6,1
6486,63,11,3.3,1.2,3.3,36.9,0.2,0.8,25.5,0.6,1.1,71.3,0.9,0.8,1.5,1.7,0.3,-0.1,1.3,1
6487,84,47.3,17.5,7.1,13.9,53.5,0.5,1.3,16.6,2.6,2.7,96.1,1.8,6.9,8.9,2.4,1.4,1,2,1
6488,75,18.9,8.8,3.5,8.8,40,0.2,0.5,32.1,1.4,1.8,71.7,1,2.5,3.2,1.4,0.4,0.2,1.5,1
6489,70,21.1,9,4,8.3,49.1,-0.1,-0.4,34.1,1.2,1.7,65.2,1.3,2.1,3.3,2.1,0.9,0.2,1.3,1
6490,53,12.1,3.7,1.3,3.8,33.6,0.9,2.5,50.2,0.6,0.8,75.6,0.5,0.8,1.2,1.9,0.6,0,0.8,1
6491,40,10.5,3.8,1.3,4,33.3,-0.1,0.3,4.7,1.2,2,56.9,0.8,0.8,1.4,1.4,0.5,-0.1,1,1
6492,65,19.7,7.9,2.8,7.5,34.3,0.5,1.7,32.5,1.6,1.8,85.3,0.6,1.3,1.8,3.1,0.5,0.2,1.5,1
6493,95,26.5,5.2,1.9,5.1,36.9,0.3,1.2,15.2,0.9,1.4,67.8,0.7,2.3,3.3,3.7,1,0.1,1.7,1
6494,77,27.8,11.9,4.5,9.5,47.7,0.3,0.8,29.8,2.9,4,72.6,2,3.5,5.5,2.9,1.1,0.3,1.6,1
6495,58,21.5,11,4.3,10,43.3,0.2,0.7,22.5,2.9,3.4,83.2,1,2.2,3,4,1,0.2,2.3,1
6496,63,13.4,4,1.6,3.3,46.7,0.7,2,21.4,0.7,0.9,72.9,0.5,1.5,1.9,1.9,0.3,0,0.8,1
6497,69,25.4,7.2,3,7.6,38.7,0.4,1.2,32.7,1,1.5,64.2,0.9,1.7,2.5,2.5,1,0.1,1.6,0
6498,40,11.6,2.4,1,2.9,36.9,-0.1,-0.3,3.7,0.4,0.8,53,0.3,0.7,1,2.1,0.4,0.3,0.9,0
6499,112,36.7,14.9,6.2,10.5,61.5,-0.5,-1.2,5.7,3,5.1,54.1,3,5.1,7.9,4,1.2,0.7,3.2,1
6500,50,19.8,6,2.6,5.5,48.7,0.1,0.3,21.8,0.6,0.8,67.5,1.9,2.6,4.6,0.2,0.3,0.2,0.7,1
6501,44,9.6,3.9,1.2,3.8,29.3,0.5,1.2,24.4,1.3,1.7,73.8,0.3,0.5,0.9,1.5,0.3,0.1,1.1,1
6502,98,20.3,8.9,3,7.4,41.2,0.7,2.1,39.3,2,2.4,86.1,0.2,1.8,1.7,3.8,1.3,0.3,3,1
6503,54,13.2,3.7,1.5,3.4,42.9,0,0.1,17.5,0.6,0.6,95.7,0.8,1.2,2,1.4,0.6,0,0.7,1
6504,69,30.4,11.1,4.1,8.2,52,0.6,1.6,23.5,2.3,3.3,73.2,1.3,2.2,3.4,1.7,1.1,0.3,1.6,1
6505,84,12.6,4.1,1.6,3.3,47.8,0.5,1.1,37.6,0.6,0.9,69.2,0.4,1.1,1.5,1.1,0.6,0,0.7,1
6506,82,24.5,9.2,3.6,7.6,47.2,0.1,0.7,14,2.1,2.6,78.8,0.6,1.6,2.4,3.9,0.9,0.3,2.1,1
6507,38,6.1,1.9,0.8,1.7,46.6,-0.4,-1,-10,0.4,0.8,52.3,0.3,0.7,1.1,0.2,0.2,0,0.4,1
6508,93,31.9,12.7,4.3,10,44.2,0.6,1.7,10.3,3.6,5.5,70.9,2.6,5.8,8.4,1.4,0.8,1.2,2,1
6509,61,9.2,3.9,1.6,3.1,50.8,-0.1,-0.2,11.5,0.7,0.9,77.8,1.1,1.2,2.2,0.6,0.1,0.2,0.6,1
6510,56,27.2,8.9,3,7,44.8,0.1,0.5,5.1,2.2,3.2,70.9,1.3,3,4.4,2.6,0.8,0.3,1.1,0
6511,46,7.9,1.7,0.7,2,35.6,0.3,0.9,34.3,0.2,0.2,75.9,0.3,0.6,0.9,0.7,0.4,-0.4,0.3,1
6512,80,39.1,18.3,7.2,17.3,40.3,1.1,3.4,66.2,2.1,2.6,91.6,0.4,3.2,3.2,6.7,1.5,0.1,3.2,1
6513,50,24,8.6,3.7,8.6,42.6,0.2,0.5,25.7,1.4,2,65.3,1.6,3.2,5.2,1.1,0.4,0.2,1.6,1
6514,78,23.9,12.8,4.9,10.3,47.8,0.5,1.7,14.1,3,4.6,67.5,0.8,2.7,3.2,1.8,0.4,0.5,2.5,1
6515,92,29.6,10.3,4,9.4,42.5,0.5,1.3,23.9,1.6,2,77.8,1.3,1.6,2.8,7.6,1.9,0.2,2.2,1
6516,55,6.8,2.1,0.9,2.5,34.2,0.4,1.3,53.3,0.2,0.3,79.4,0,0.2,0.3,2.4,0.6,-17.9,0.4,0
6517,56,10,4.6,1.8,4.2,40.8,-0.3,-0.5,-0.6,0.9,1.7,57.8,1.3,1.6,2.6,0.3,0.3,0.3,1,0
6518,44,26.5,12.8,4.7,9.2,52.9,0.2,0.6,7.4,3.8,4.4,99.6,1.9,3.7,6,2.6,1,0.3,2,1
6519,71,24.3,9,3.8,7.2,53.7,0,0,32.4,1.8,2.9,63.9,2.3,3.2,5.7,1.9,0.7,0.4,2.3,1
6520,62,16.8,7.2,2.5,7.1,34.7,0.6,2.2,40.6,1.3,1.4,82.6,0.2,1,1.1,4,0.6,0,1.5,1
6521,79,26.6,12.9,5.2,9.9,53.6,0.4,1.1,4.5,2.1,3.1,66.3,0.9,2.8,3.8,2.7,0.9,0.3,2.1,1
6522,50,14.1,5,2.2,4.6,45.7,0.5,1.5,28.7,0.6,1,69.2,0.8,1.4,2.2,0.7,0.7,0.1,0.9,0
6523,80,16.9,9.1,3.4,7.2,48.5,0.5,1.6,15.9,1.5,2.1,65.7,0.6,1.3,2,1.2,0.5,0.3,1.4,1
6524,41,13.1,7.4,2.7,5.9,47.3,0,0.3,20.9,1.8,2.5,76.2,1,1.3,2.1,0.8,0.2,0.3,1.7,1
6525,48,9.9,2.4,0.8,2.3,34.6,0.8,2.3,16.5,0.3,0.5,67.9,0.1,0.7,0.7,1,0.5,0.1,0.5,0
6526,48,22.5,10.2,4.7,8.5,56.7,0.3,0.7,22.1,1,1.6,60.8,1.2,2.8,4.3,1.6,0.5,0.3,1.5,1
6527,46,14.6,5.9,2.1,5.4,39.8,0.4,1.3,35.5,1.3,1.7,77.6,0.6,1.5,2.2,1.4,0.7,0,1.1,1
6528,67,38.9,22.5,8.9,14.8,62.9,0.4,1.2,15.8,4.1,6.1,68.9,3.4,7,10.7,2.9,1.3,0.9,3.3,1
6529,53,11.1,6.7,2.7,5,53.2,-0.1,-0.4,15.8,1.7,2.8,56.8,1.9,2.1,3.8,0.5,0.3,0.3,0.9,1
6530,62,10.7,2.6,0.8,2.6,30.7,0.4,1.2,10,1.3,1.5,90.4,0.7,0.7,1.3,0.4,0.1,0,1.1,1
6531,87,37.4,12.1,4.6,9.9,45.9,0.2,0.5,17.3,2.3,3.4,68.5,2.7,5.6,8.3,2.2,1.1,0.4,2.1,1
6532,75,30.2,11.6,4.9,11.9,39.3,0.7,2.3,46.8,1.1,1.4,79,0.9,2.8,3.9,4,0.7,0.2,1.5,1
6533,73,15.5,5.5,1.9,4.9,35.2,0.6,1.8,30.9,1.3,1.4,88.8,0.9,1.7,2.6,1.5,0.5,0.3,1,1
6534,54,8.9,2.5,1.1,2,54.7,-0.2,-0.9,23.9,0.2,0.4,63.8,0.1,0.9,1.1,0.3,0.1,-0.1,0.3,0
6535,75,25.6,8,3.4,6.5,52.9,0.4,1,16.2,1.4,2,66.2,2.1,3.7,5.9,1,0.8,0.7,1,1
6536,69,12.7,6.8,2.6,6.2,43.2,0.4,1.3,38.3,1.1,1.4,75.3,0.4,0.9,1.3,2.2,0.7,-1.8,1,0
6537,70,21.4,7.5,3.1,7.4,42.3,0.5,1.6,22.1,1.1,1.4,74.5,2,3.3,5.2,0.6,0.5,0.5,0.9,1
6538,43,12.3,4,1.5,3.1,49.2,0.3,1.1,6.7,0.8,1.3,61.7,1.1,1.9,3.1,0.3,0.3,0.2,0.8,1
6539,68,17.8,7.2,3,6.3,48.3,0.1,0.2,4.9,1,1.6,64.9,1.3,2.2,3.4,2.6,0.8,0.1,1.3,1
6540,46,8.3,2.6,1.1,2.6,40.5,0.2,0.4,6.6,0.3,0.6,63.5,0.9,2.4,3.2,0.1,0.1,0.2,0.5,0
6541,56,12.3,4.4,1.5,3.6,43.8,0,0.2,-1.4,1.1,1.7,65.2,1.2,1.4,2.4,1.3,0.5,0.5,1.1,1
6542,65,12.9,6.3,2.5,5.4,45.3,0.3,1.2,32.6,1.3,1.7,74.6,0.4,1.4,1.9,1,0.4,0.3,1.5,1
6543,44,18.5,7.5,2.8,6.2,43.3,-0.4,-0.8,-6.1,2.3,3.6,57.7,2.4,4.1,6.6,0.8,0.6,0.3,2.1,1
6544,31,12.4,3,1.4,3.5,41.6,-0.3,-0.5,-2.2,0.5,0.7,66.4,0.6,1.1,1.8,1.2,0.5,0.1,1,1
6545,33,17,5,1.8,5.1,35.9,0.8,2.3,26.3,1,1.5,68.5,0.1,1.2,1.2,3.7,1.2,-0.1,1.7,0
6546,40,9.2,4,1.6,3.8,40,-0.3,-1,-10.8,0.8,0.9,83.9,0.5,0.5,0.9,0.7,0.3,-0.4,0.7,1
6547,55,17.6,12.1,4.3,9.5,46.4,0.3,1.2,8.8,2.8,3,96,0.7,1.7,2.6,1.9,0.7,-0.2,1.9,1
6548,55,27.4,8.4,3.3,8.5,42.1,0.4,1.3,2.8,1.3,1.8,69.8,1,2.8,4,3.6,2.1,0.2,1.9,1
6549,88,31.4,11.4,4.7,9.4,47,0.4,0.8,21.6,1.5,2.1,77.2,1.4,3.2,4.4,4,1.4,0.3,2,1
6550,76,39.5,14.5,5.9,11.7,51,0.8,2.1,25.7,2.3,3.1,68.7,2.9,6.6,9.5,2.4,1.4,0.4,1.9,1
6551,53,15.6,6.4,2.4,5.9,40.7,0.8,2.2,56.7,0.7,0.8,98.5,0.1,0.8,1,3.2,0.5,-0.1,0.7,1
6552,54,9.2,4,1.4,3.2,41.2,0.6,1.8,16.3,1,1.4,69.9,1,1.7,2.6,0.4,0.3,0.4,0.7,1
6553,52,10.2,3,1.2,2.6,45.5,0.3,0.5,29.3,0.5,0.7,67.4,0.2,0.7,1,1.1,0.6,0.1,0.8,1
6554,62,41.2,18,6.4,13.1,49.4,0.8,2.2,47,3.7,4.9,80.7,1.4,3.5,4.9,3.9,1.9,0.2,2.6,1
6555,73,31.8,15.5,6.1,15.1,39.3,0.3,1.2,40.6,2.6,3.1,87.5,1,2.4,3.2,3.9,0.9,0.1,3.6,1
6556,77,20.5,8.9,3.8,5.8,63.7,-0.1,0,16.8,1.5,1.9,69.2,1.4,3.1,4,2,0.7,1.1,1.6,1
6557,65,8,2,0.7,2,38.7,-0.1,0,33.5,0.3,0.6,69.9,0.4,1,1.5,0.3,0.3,0.3,0.2,0
6558,87,38.3,16.4,6.1,12.3,53.9,0.2,0.7,10,4.1,5.4,75.2,1.9,3.5,5.7,4.1,1.3,0.7,2.8,1
6559,36,10.2,3.6,1.4,3.7,38,-0.2,-0.1,6.8,0.9,1.5,63.3,0.7,1.4,2,0.7,0.4,0.3,0.7,1
6560,60,28.6,9,3.7,8.6,41.3,-0.2,-0.4,16.2,2.6,3.5,70.9,1.5,3.1,4.7,2.7,1,0.5,2.1,1
6561,84,24.3,7.8,3,6.9,43,0.2,0.6,37.1,1.7,2.3,77.1,1.4,3.1,4.3,1.4,0.7,0.4,1.1,1
6562,4,3.8,0.9,0.3,1,33.5,0.1,0.2,29,0.1,0.1,76.5,0,0.3,0.4,0.1,0.1,0.1,0.1,0
6563,69,10.5,3.3,1.3,2.9,43.5,-0.2,-0.4,6.6,0.8,1.2,71.3,1.1,1.3,2.3,0.4,0.2,0.4,0.7,1
6564,60,17.3,9.1,3.4,7.2,47.3,0.4,1.2,28.4,2,2.8,77.6,1.3,2.1,3.3,1.8,0.4,0.3,1.7,1
6565,87,17.7,4.6,1.7,4.1,42.6,0.4,1.2,28.5,0.9,1,79.6,0.9,1.3,2.3,2.1,0.5,0,1.3,1
6566,77,21,5.8,2.2,5,44.3,0.2,0.8,22.1,1,1.3,70.8,0.4,2,2.1,1.4,0.5,-0.1,1,1
6567,51,6.6,2.4,1,2.6,38.6,0.4,1.2,6.9,0.2,0.3,62.5,0.1,0.6,0.7,0.8,0.3,-0.4,0.8,1
6568,59,18,5.8,2.2,6,36.2,0.5,1.8,37,0.9,1.2,69,0.6,0.9,1.5,1.4,0.8,0,1.1,1
6569,101,53.9,28.3,10.8,25.6,41.3,1.5,4.3,47.3,3.9,4.7,81.9,1.2,4.3,5.5,9.8,2.3,0.3,4.9,1
6570,57,28,13.9,5.6,10,57.5,0.3,0.8,25.2,2.2,2.8,82,1.2,1.8,3,5.5,1.3,0.3,2.4,1
6571,69,14.7,5.1,2.2,3.8,53.5,-0.5,-1,2,1.2,2.6,25.9,2,1.4,3,2.5,1.4,0.5,2,1
6572,70,34.8,14.1,5.6,10.3,55.6,0.2,0.6,-1.8,3.1,4.1,82.2,2.9,4.1,7.1,3.1,1.2,0.3,2.4,1
6573,78,26.5,7.8,3.4,7.7,44.9,0,-0.2,5.8,1.3,1.8,66.1,2.8,4.2,6.7,2.4,0.8,0.5,2.1,1
6574,36,13.2,5.3,2.1,5,39.9,0.3,1,-11.8,1,1.7,54.7,1.7,2.1,3.5,0.8,0.8,0.3,1,1
6575,44,18.3,6.9,2.5,6.1,42.2,0.7,2.1,21.1,1.5,1.6,83.5,0.8,1.6,2.4,2,0.7,0.1,1.1,1
6576,41,7.9,3.3,1.3,3.1,41.7,0.3,0.7,34.5,0.3,0.5,76.8,0.5,0.5,0.9,0.3,0.3,0,0.5,1
6577,52,15.5,5,2.1,4.8,42.2,-0.2,-0.3,9.7,1.1,1.8,57.2,1.5,1.6,3.1,0.5,1.1,0.6,0.9,1
6578,42,28.3,15.8,6.3,13.3,48.7,0.6,1.6,7.8,2.4,2.9,80.4,1.9,2.8,4.5,1.5,0.5,0.4,1.4,1
6579,45,9.7,4.2,1.6,4,42.6,0.1,0.5,6.4,0.7,0.9,76.8,0.7,0.7,1.2,0.9,0.4,-0.1,0.7,0
6580,53,9.2,3.6,1.5,3.2,45.1,0.3,0.8,12.8,0.5,0.5,85.8,0.3,1.2,1.5,0.2,0.3,0.1,0.2,0
6581,72,31.9,16.2,6.8,14.3,46.9,0.3,0.7,15.4,2.3,3.4,61.6,2.2,4.9,7,4.3,0.9,0.2,2.4,1
6582,61,22.2,12.1,4.9,12,38.9,0.4,1.4,26.4,1.7,2.3,71.9,1.1,2.2,3.2,1.6,0.9,0.6,1.6,1
6583,48,13.3,4.8,1.9,4,48.2,0.2,0.6,34.6,0.7,1.4,51.1,1.3,2.4,3.8,0.9,0.5,0.2,1.5,1
6584,83,51.7,26.9,10.7,24.3,46.7,0.3,1.2,18.8,5.7,6.3,107.2,2.6,6.1,8.8,2.7,1.8,0.1,3.2,1
6585,61,12.4,5.5,2.1,5.5,38.4,0,0.2,19.4,0.9,1.3,68.3,0.4,0.6,1,2.3,0.3,-1.2,0.9,1
6586,65,22.9,11,3.8,9.4,39.8,0.2,0.7,9.3,2.8,3.2,95.2,0.7,2.6,3.1,3.4,1.8,0.6,1.7,1
6587,75,33.3,13.7,6.1,13.2,47.2,0.7,1.9,36.2,1,1.4,67.7,1.2,5.6,6.8,2.7,1.5,0.3,2.1,1
6588,65,14.2,5.4,2.3,4.7,48.7,0.3,0.6,7.5,0.6,0.8,64.3,1.1,2.4,3.6,0.5,0.4,0.3,0.6,1
6589,66,15.1,6,2.5,5.5,45.2,0.4,1,13.7,0.6,0.9,65.8,0.6,1.5,2.1,2.5,0.8,0.1,1.7,1
6590,50,12.4,4,1.5,3.1,49.1,0,0.1,24.4,1,1.4,73.6,1.3,1.4,2.8,0.9,0.5,0.4,1,1
6591,72,27.1,10.1,4,7.3,52.8,-0.1,-0.4,-7.4,2,2.3,89.7,2.4,4.7,7.8,1,0.4,0.3,1.2,1
6592,65,29.3,11.9,4.1,9.7,42.8,0.4,1.2,16.9,3.1,4.2,67.5,2.1,3.6,5.7,2.8,1,0.8,2,1
6593,91,37.1,20.7,8.2,18,47,1.2,3.2,38.9,2.8,3.3,87,0.7,3.8,4.8,4.4,0.8,0.3,2.8,1
6594,57,9.8,3.3,1.3,3.3,39.9,0,0.1,18.6,0.8,1.3,63.4,0.8,1.7,2.5,0.5,0.5,-0.1,0.6,1
6595,41,15.4,4.9,1.9,5.5,37.2,1.3,3.4,69.6,0.5,0.7,68.7,0.4,0.7,1.1,2.4,0.6,-0.1,0.6,0
6596,73,35.6,11.5,4.1,9.6,43.8,0.4,1.2,5.9,3.3,4.2,79.4,1,2.8,4,8.3,1.2,0.2,3.3,1
6597,42,12.3,4.8,1.9,5.3,35.7,0.2,0.5,62.9,0.6,0.9,73.6,0.3,0.6,1.1,1.3,0.5,-0.4,0.8,0
6598,66,16,5,1.7,4,43.3,0.3,0.9,31.1,1,1.2,78.4,0.8,1.7,2.5,0.5,0.3,0,0.6,0
6599,73,26.8,9.8,4.1,8.8,45,0.4,1.1,18.8,1.5,2.5,62.3,2.2,4.4,6.5,3.4,1,0.6,1.8,1
6600,53,30.2,19.4,7.8,15.7,55,0.8,2.2,11.5,2.7,4.2,70.2,1.9,3.5,5.8,2.9,0.9,0.3,2.5,1
6601,47,12.6,4.4,1.6,3.6,44.3,0.7,2.2,30,1.1,1.5,68.5,0.4,1.5,2,1.5,0.4,0.4,1,1
6602,57,9.1,3.2,1.3,2.7,45.9,0.6,1.7,32,0.3,0.4,77,0.3,0.9,1.3,0.9,0.3,0.1,0.5,1
6603,90,21.4,7,2.8,6.7,43.3,0.2,0.6,45.6,1.2,1.4,80.6,0.8,1.8,2.6,1.9,0.7,0.2,1.7,1
6604,86,21.2,8.3,3.2,6.9,48,0.5,1.8,-7.5,1.7,2.6,58.6,1.4,3.5,5.5,0.7,1,0.5,0.8,1
6605,56,10.6,4.1,1.4,3.3,41.8,0.3,0.9,39,1.4,1.6,90.3,0.2,0.6,1,1.5,0.4,-0.4,1.1,1
6606,81,36.2,12.3,4.8,10.5,47.5,0.8,2.5,41.4,1.3,2.1,69.4,1.4,4.2,5.3,1.1,0.8,0.2,1.1,1
6607,64,10.3,4.2,1.5,3.7,40.5,0.4,1,25,1.1,1.7,64,0.6,1.4,2.1,1,0.6,0.2,1.2,0
6608,42,7.1,2,0.7,2,37.2,-0.1,-0.2,1.7,0.6,1.2,54.1,0.7,1.5,2.1,0.3,0.1,0.2,0.5,1
6609,43,7.5,2.4,1.2,2,55.3,-0.2,-0.7,-29.5,0.4,0.8,49,1,1.3,2.1,0.1,0.1,0.2,0.5,1
6610,60,14.3,3.5,1.4,3.4,42.5,1,2.6,62.4,0.2,0.4,66.9,0.3,1.1,1.4,2,0.5,0.2,0.6,1
6611,73,21,5.9,2.7,5.2,50.2,-0.1,-0.4,-4.4,0.9,1.8,53.5,1.6,3.2,4.6,0.5,0.5,0.7,1.1,1
6612,24,10.8,4.1,1.5,3.7,42.3,0.7,1.9,18.6,1,1.3,69.2,0.4,1,1.3,1.6,0.5,-0.2,1.5,0
6613,49,11.4,3,1.1,3.2,33.5,0.7,2.1,40.4,0.3,0.5,71.8,0.1,0.7,0.8,1.9,0.6,-0.2,0.8,0
6614,40,11,3.6,1.3,3.5,35.7,0.3,0.9,22,0.7,0.8,90.1,0.3,0.5,0.9,1.9,0.4,-1.7,0.4,0
6615,82,27.9,8,2.7,6.1,44.7,0.5,1.6,28.5,1.8,2.3,79.9,1.2,4.2,5.6,2,0.9,0.3,1.6,1
6616,58,19,6.1,2.6,4.6,56.6,-0.4,-1,-14.2,1.1,2,52.7,2.2,4.2,6.4,0.3,0.4,0.8,1.1,1
6617,76,23.6,7.5,2.9,6.3,48.5,0.2,0.6,-13.1,1.7,2.1,81.9,0.9,1.8,3,3,0.8,0.2,1.5,1
6618,72,18.8,6.6,2.4,4.7,51.2,-0.5,-1.1,4.3,2.2,2.5,91.7,1,1.8,2.8,1.8,0.7,0,2.1,1
6619,72,29,9.3,3.3,7.7,41.2,0.2,0.4,36.6,2.3,3.4,68.3,1.4,2.7,4,2.7,0.8,0.4,2,1
6620,62,27.1,12.6,4.6,10.3,45.4,0.7,2,35.5,1.7,2.4,75.5,1.3,3.6,5.3,2.7,1.1,0.3,1.2,1
6621,53,10.3,6.8,2.6,5.3,47.9,0.3,0.7,11.5,1.1,1.7,64.8,1,1.9,3,0.5,0.3,0.4,1,1
6622,41,24.8,14.5,6.1,13.6,44,0.7,1.9,35.4,2.2,3.2,65.5,0.5,1.4,2,3.4,0.8,0.1,1.7,1
6623,87,13.4,8.4,3.3,7.6,42.1,0.7,2.2,32.7,1.2,1.8,68.9,0.2,1,1.3,1.4,0.2,0.2,1.4,1
6624,83,14,3.6,1.6,3.1,49.2,-0.2,-0.7,11.8,0.8,1,72.9,1.4,1.6,2.9,1,0.4,0.2,1.3,1
